event_name,event_date,event_location,event_section,event_link,scraped_at_utc,uid
Q NARONGWATE,18/12/2025,Cafe Del Mar Phuket,Cafe Del Mar Phuket Events,https://phuket.cafedelmar.com/events#,2025-12-15 08:50:08+0000,q narongwate | 18/12/2025 | cafe del mar phuket | https://phuket.cafedelmar.com/events#
COYA,19/12/2025,Cafe Del Mar Phuket,Cafe Del Mar Phuket Events,https://mtix.me/coya-web,2025-12-15 08:50:08+0000,coya | 19/12/2025 | cafe del mar phuket | https://mtix.me/coya-web
TAZ MUTCHA,20/12/2025,Cafe Del Mar Phuket,Cafe Del Mar Phuket Events,https://phuket.cafedelmar.com/events#,2025-12-15 08:50:08+0000,taz mutcha | 20/12/2025 | cafe del mar phuket | https://phuket.cafedelmar.com/events#
ZOO DEL MAR : COPACABANA,21/12/2025,Cafe Del Mar Phuket,Cafe Del Mar Phuket Events,https://megatix.in.th/events/zoo-del-mar-dec-copacabana-edition-cafe-del-mar-phuket?sk.pid=sk.1.1765788601529.3635924533&sk.sid=20251215.085001.3688114155&sk.fbp=fb.1.1765788601541.3835751894&sk.gacl=&sk.gases=,2025-12-15 08:50:08+0000,zoo del mar : copacabana | 21/12/2025 | cafe del mar phuket | https://megatix.in.th/events/zoo-del-mar-dec-copacabana-edition-cafe-del-mar-phuket?sk.pid=sk.1.1765788601529.3635924533&sk.sid=20251215.085001.3688114155&sk.fbp=fb.1.1765788601541.3835751894&sk.gacl=&sk.gases=
VICKY KROON,21/12/2025,Cafe Del Mar Phuket,Cafe Del Mar Phuket Events,https://phuket.cafedelmar.com/events#,2025-12-15 08:50:08+0000,vicky kroon | 21/12/2025 | cafe del mar phuket | https://phuket.cafedelmar.com/events#
LAZYKAY & JOE GRADANTE BY SING SING THEATRE,24/12/2025,Cafe Del Mar Phuket,Cafe Del Mar Phuket Events,https://mtix.me/singsing-web,2025-12-15 08:50:08+0000,lazykay & joe gradante by sing sing theatre | 24/12/2025 | cafe del mar phuket | https://mtix.me/singsing-web
THURSDAY CLUBROOM,25/12/2025,Cafe Del Mar Phuket,Cafe Del Mar Phuket Events,https://phuket.cafedelmar.com/events#,2025-12-15 08:50:08+0000,thursday clubroom | 25/12/2025 | cafe del mar phuket | https://phuket.cafedelmar.com/events#
SATURDAY CLUBROOM,27/12/2025,Cafe Del Mar Phuket,Cafe Del Mar Phuket Events,https://phuket.cafedelmar.com/events#,2025-12-15 08:50:08+0000,saturday clubroom | 27/12/2025 | cafe del mar phuket | https://phuket.cafedelmar.com/events#
SUNDAY CLUBROOM,4/1/2026,Cafe Del Mar Phuket,Cafe Del Mar Phuket Events,https://phuket.cafedelmar.com/events#,2025-12-15 08:50:08+0000,sunday clubroom | 4/1/2026 | cafe del mar phuket | https://phuket.cafedelmar.com/events#
ODYSSEY FESTIVAL: ORTHODOX CHRISTMAS,6/1/2026,Cafe Del Mar Phuket,Cafe Del Mar Phuket Events,https://mtix.me/odyssey-jan6-web,2025-12-15 08:50:08+0000,odyssey festival: orthodox christmas | 6/1/2026 | cafe del mar phuket | https://mtix.me/odyssey-jan6-web
FRIDAY CLUBROOM,9/1/2026,Cafe Del Mar Phuket,Cafe Del Mar Phuket Events,https://phuket.cafedelmar.com/events#,2025-12-15 08:50:08+0000,friday clubroom | 9/1/2026 | cafe del mar phuket | https://phuket.cafedelmar.com/events#
Phuket Women's Awards 2025,"ADMISSION TO THE EVENT IS FREE

 A social project to support the island from Ex24.pro and the Shaman family group

 FINAL OF MISS&MRS PHUKET 2025 WOMENS AWARDS.

 LOTUS ARENA | DECEMBER 19 | 16:00-23:00

 For the first time in Phuket, an international women's award and transformational project on beauty, leadership, and feminine expression will be held for women from Russia, Kazakhstan, Thailand, Ukraine, and other countries.

 🌟 What awaits you:
 👑GRAND FINALE MISS AND MRS. PHUKET 2025
 ✨ Bright show numbers and musical performances.
 ✨ Evening dresses, red carpet, press, photographers, interviews.
 ✨ Special guests & top jury – the most beautiful women and bright faces of the island.
 ✨ Large-scale networking among 500+ entrepreneurs, bloggers, media, investors, and Phuket leaders.
 ✨ Useful connections and contacts, acquaintances, insights, energy.
 ✨ Draws, gifts, surprises.
 ✨ Grand AFTER PARTY 🎉

 👗 Dress code: evening looks | Black tie",2025-12-19,,2025-12-15T08:50:42.066081+00:00
The Divo duo on stage at Shaman Lounge,"The most charismatic violin duo continues their Asian expansion. They recently gave their debut concert in Phuket, and the applause hasn't died down yet. So, we decided to do it again!

 The Shaman Lounge stage will once again feature powerful hits from Hans Zimmer, A-ha, Avici, Alan Walker, and many others. If you want to be part of this incredible show, hurry—tickets are selling like hotcakes 🔥

 🗓️ December 22
 🕐 Starts at 7:00 PM",2025-12-22,,2025-12-15T08:50:42.066081+00:00
TILL LINDEMANN MEINE WELT TOUR,"Till Lindemann is a German musician, songwriter, poet, and actor. He is best known as the lead vocalist of the industrial metal group Rammstein. In December 2025 Till Lindemann will grant audiences an insight into the depths of his world! Fans can look forward to raw and completely reconceptualized big show on his solo “Meine Welt” tour in Lotus Arena on Phuket!

 📆 Show starts at 8 PM, 31 Dec 2025
 📍 Location: Lotus Arena Phuket
 🎉 Please note: This event is for guests 21 and over.",2025-12-31,,2025-12-15T08:50:42.066081+00:00
SHAMAN | BURN THE NIGHT 2026,"You've never seen a New Year like this!
 December 31 | SHAMAN, Phuket

 You walk in and immediately find yourself in the world of a post-apocalyptic ball: Harley bikes at the entrance, chains and metal in the decor, an industrial Christmas tree, smoke, lights and an atmosphere of real rock 'n' roll chaos.

 Welcome shots straight from the tubes, models in conceptual outfits, Mad Max-style photo zones, and 360-degree video in the smoke. Should we continue, or do you want to reserve a table already?!

 ⚡️ On stage:
 — Live broadcast of Till Lindemann (Rammstein) concert from the Lotus Arena stage
 — A driving vocal set from the DisCover team
 — Cover band Shaman Band
 — Wild interactives and the coronation of the King and Queen of the Night
 — Go-Go dancing and hardcore DJ sets until dawn

 🥩For guests:
 — Buffet with festive dishes
 - Unlimited soft drinks
 — A bottle of sparkling wine for two (included in the price)

 🎭 Dress code: Burn The Night — the bolder, the better.
 🕘 Start: 21:00 → 04:00
 🎟 Tables are limited.
 👉 This isn't New Year's. This is your personal revolution!",2025-12-31,,2025-12-15T08:50:42.066081+00:00
TYGA,"Get ready to kick off 2026 in absolute style — because on January 3rd, 2026, Lotus Arena Phuket is bringing you a full 60-minute live show headlined by none other than TYGA, with a special guest joining the stage!

 This isn't just another concert — it's the boldest party in Phuket, where music, luxury, and paradise collide. From exclusive VIP experiences to dancefloor madness under the stars, every moment is designed to make your first weekend of 2026 one to remember.

 Start your new year with TYGA's full headline show (60 minutes) and an exciting special guest appearance - only at Lotus Arena, Phuket.",2026-01-03,,2025-12-15T08:50:42.066081+00:00
Basta's concert,"Epic Stage Production x Basta Concert 2026

 🔥 BASTA in Phuket! 🔥

 On January 5, 2026, Russian hip-hop legend Basta will perform on the island's main stage, Lotus Arena! This evening promises to be historic.

 🎤 Hits that everyone knows: ""My Game,"" ""Urban,"" ""Sansara"" — tracks that unite generations and create an incredible atmosphere of unity and drive.

 📍 Lotus Arena is Phuket's largest professional venue, meeting international standards. One of Thailand's best stages, designed for thrilling action.

 🗓️ Monday, January 5, 2026
 📍 Venue: Lotus Arena, Phuket
 ⏰ Doors open at 5:30 PM

 Don't miss your chance to be part of a grand event that promises to energize you and give you an unforgettable, hot January evening!

 ⚠️ Age limit: 16+ Please bring proof of age.

 🎟 Buy tickets only through official channels. Stay safe and avoid scams!",2026-01-05,,2025-12-15T08:50:42.066081+00:00
КАПА LIVE: Hot January Evening,"CAPA at Shaman in Phuket!

 On January 5th at 10:30 pm we meet at Lounge Bar Shaman Phuket to continue the hottest evening of January.
 Immediately after Basta's concert at the Lotus Arena, KAPA takes the stage at the Shaman Lounge Bar.

 Hits that everyone knows—""Chinese Diner,"" ""There in Heaven for the Gods,"" ""Aziat,"" ""Kapa i Kartel""—sound especially powerful live. KAPA creates that very vibe: a little daring, a little nostalgic, and always truly honest.

 As a bonus, everyone who comes by 8:00 PM can watch Basta's concert from the Shaman territory.

 It'll be hot, loud, and very shamanic. Don't miss it!

 🗓 January 5
 🕐 Guests will be arriving at 8:00 PM
 📍Shaman Lounge Bar",2026-01-05,,2025-12-15T08:50:42.066081+00:00
STEREO MUSIC FEST,"⭐️ Ivan Dorn, Zoloto, and Kazakhstan stars Dequine and Yenlik will perform on the same stage for the first time in Phuket!

 *On January 7, 2026*, a large music festival for the CIS community will take place on the island of Phuket - STEREO MUSIC FEST 🔥

 Ivan Dorn, Dequine, Zoloto and Yenlik will perform on stage for the first time. Organizers from
 Kazakhstan brings best practices of festivals to the island:
 Dance line-up, food corners, activities, games and gifts.

 🔥 It's not easy
 The concert is a stereo experience 🔥

 The grand event will take place on the Lotus Arena stage in the Bang Tao area - and this is
 high-quality sound, light and the best organization.

 🗓️ January 7 / Lotus Arena, Phuket
 🕖 Guests will be welcomed at 6:00 PM
 🎫 Tickets are on sale now!

 Your New Year under the open sky!",2026-01-06,,2025-12-15T08:50:42.066081+00:00
SVETLANA LOBODA,"New Year's Eve—and immediately BLAST! 🔥

 On January 6th, on the stage of Lotus Arena Phuket -
 The legendary SVETLANA LOBODA! 💃

 After a fiery night in SHAMAN -
 We celebrate the first Monday of 2026 with hits,
 which the whole planet knows by heart:
 ""Your Eyes"", ""SuperSTAR"", ""Time to Go Home"", ""Hello"" and many others.

 💥 Powerful light, live sound, thousands of hearts, and energy that will make the whole island vibrate!

 📅 January 6 | Lotus Arena, Phuket
 ⏰ Doors open: 18:00 | Show: 20:00

 ✨ Start the year off right. Start it with Loboda.",2026-01-06,,2025-12-15T08:50:42.066081+00:00
The Knyazz group with your favorite KiSh hits!,"Andrey Knyazev and the band ""Knyazz"" are returning with a big themed concert dedicated to the legendary ""King and the Jester!""

 The ""Be at Home, Traveler"" program is a true punk fairy tale and a journey through time: from the first scary stories to folk rock anthems that we sing together!
 Lively action, beloved stories, and the very spirit of ""The King and the Jester"" - all this is already on January 8 in Phuket!

 Come, sing, jump, make yourself at home, Traveler!

 🗓️ January 8
 🕐 Opening hours: 6:00 PM
 🕐 Concert starts at 8:00 PM
 📍 Location: Lotus Arena

 We remind you that entry is permitted for those aged 14 and over, accompanied by an adult!",2026-01-08,,2025-12-15T08:50:42.066081+00:00
"KINO Group | ""The History of This World""","For the first time in Phuket! KINO performs ""The History of This World"" on the Lotus Arena stage.

 Yuri Kasparyan, Alexander Titov, Igor Tikhomirov and the real voice of Viktor Tsoi.

 After their reunion, KINO toured from Sakhalin to Kaliningrad, playing to sold-out houses. And now, their hits ""Star Named Sun,"" ""Kukushka,"" ""Peremen,"" and many others will be performed for the first time on the Lotus Arena stage in Phuket!


 🗓 Date: January 9
 🕐 Time: 19:00
 📍 Location: Lotus Arena, Phuket",2026-01-09,,2025-12-15T08:50:42.066081+00:00
GUF's farewell concert,"You asked and we did!
 Having ended his musical career in Russia, GUF returns to his beloved island to give a grand farewell concert for friends and fans. A fiery performance with a touch of melancholy—this show will never be repeated and is guaranteed to go down in history.

 Opening act: DJ Worm. On stage: GUF, MC MAF, and Deemars, along with a powerful vibe of legendary hits that will rock the island from Bang Tao to the shores of the Andaman Sea.

 🗓️ Date: January 10
 🕐 Time: 8:00 PM
 📍 Location: Lotus Arena, Phuket


 GUF's farewell concert is one of the island's biggest events of the new year, and you can't miss it!

 Please note: Entry is permitted for those aged 14 and above, accompanied by an adult.",2026-01-10,,2025-12-15T08:50:42.066081+00:00
Valery Meladze on the island of Phuket,"Following the resounding success and sold-out crowds that Valeriy Meladze played to during his 2025 anniversary tour, one of the most popular contemporary performers is embarking on his first tour of Asia's most prestigious concert halls!

 The 2026 tour is filled with fresh emotions, even more emotional and heartfelt lyrics, not only to beloved hits familiar to millions, but also to new songs. The premiere of new compositions, a high-tech light show, an atmosphere that has already become legendary, and, of course, the unique voice of Valery Meladze.

 Each concert by the inimitable Valery Meladze is a unique, heartfelt story, during which the artist gives 100%, charging his audience with incredibly powerful energy and immersing himself in it.

 🗓️ Date: January 11
 🕐 Time: 8:00 PM
 📍 Location: Lotus Arena, Phuket

 Valery Meladze's concert is one of the most anticipated events of 2026 in Phuket, and it will go down in history!",2026-01-11,,2025-12-15T08:50:42.066081+00:00
Rustam Asadullin in Shaman,"Popular Tatar composer and singer-songwriter Rustam Asadullin will give his only solo concert on the island🏝️

 The artist's best hits, a warm atmosphere, and an autograph session after the concert—a heartfelt evening with Rustam for all lovers of authentic Tatar music 🎤

 Before the concert, guests will be warmed up by a DJ, and immediately afterward, there will be a disco with Tatar songs📀

 🗓️ January 12
 🕐 Guests will be arriving at 7:30 PM
 📍 Place: SHAMAN PHUKET",2026-01-12,,2025-12-15T08:50:42.066081+00:00
MAXIM,"MAXIM in Phuket! 🔥

 On January 14, the legendary singer MAXIM will perform on the Lotus Arena Phuket stage.

 Her songs are the soundtrack of youth, first love and the most sincere emotions.
 “Do You Know,” “My Paradise,” “Tenderness”—we all once sang these hits from the heart.
 And now you can hear them live, under the starry sky of Phuket.

 It will be an unforgettable evening filled with light, music and memories,
 that will make your heart beat faster again ❤️

 📅 January 14, 2026
 🎫 Doors open 18:00/start show 20:00
 📍 Lotus Arena Phuket

 Don't miss your chance to sing ""Do You Know"" on a huge concert stage in unison with the charming MAKSIM and thousands of other spectators🖤",2026-01-14,,2025-12-15T08:50:42.066081+00:00
2025 JAY B CONCERT [TAPE:RE LOAD FINALE] IN BANGKOK,01-02 November 2025,IMPACT Arena,https://www.impact.co.th/en/visitors/event-calendar/concert/2025-jay-b-concert-tape-re-load-finale-in-bangkok,2025-12-15T08:51:09.521458+00:00
HER & HERS LINGORM 1st FANCON,08 November 2025,IMPACT Arena,https://www.impact.co.th/en/visitors/event-calendar/concert/her-hers-lingorm-1st-fancon,2025-12-15T08:51:09.521458+00:00
2025 aespa LIVE TOUR – SYNK : aeXIS LINE – in BANGKOK,15-16 November 2025,IMPACT Arena,https://www.impact.co.th/en/visitors/event-calendar/concert/2025-aespa-live-tour-%E2%80%93-synk-aexis-line-%E2%80%93-in-bangkok,2025-12-15T08:51:09.521458+00:00
BIRD FANFEST 20XX #แฟนจ๋ามาเสิร์ฟแล้วจ้ะ,21-23 November 2025,IMPACT Arena,https://www.impact.co.th/en/visitors/event-calendar/concert/bird-fanfest-20xx-%E0%B9%81%E0%B8%9F%E0%B8%99%E0%B8%88%E0%B9%8B%E0%B8%B2%E0%B8%A1%E0%B8%B2%E0%B9%80%E0%B8%AA%E0%B8%B4%E0%B8%A3%E0%B9%8C%E0%B8%9F%E0%B9%81%E0%B8%A5%E0%B9%89%E0%B8%A7%E0%B8%88%E0%B9%89%E0%B8%B0,2025-12-15T08:51:09.521458+00:00
PERSES THE FIRST CONCERT ‘INTO THE ALTERLAND’,22 November 2025,Thunder Dome,https://www.impact.co.th/en/visitors/event-calendar/concert/perses-the-first-concert-%E2%80%98into-the-alterland%E2%80%99,2025-12-15T08:51:09.521458+00:00
SUPER JUNIOR 20th Anniversary TOUR <SUPER SHOW 10> in BANGKOK,29-30 November 2025,IMPACT Arena,https://www.impact.co.th/en/visitors/event-calendar/concert/super-junior-20th-anniversary-tour-in-bangkok,2025-12-15T08:51:09.521458+00:00
B.DAY FOREVER CONCERT,05-08 December 2025,IMPACT Arena,https://www.impact.co.th/en/visitors/event-calendar/concert/b-day-forever-concert,2025-12-15T08:51:23.555021+00:00
TWICE < THIS IS FOR > WORLD TOUR in BANGKOK,13-14 December 2025,IMPACT Arena,https://www.impact.co.th/en/visitors/event-calendar/concert/twice-this-is-for-world-tour-in-bangkok,2025-12-15T08:51:23.555021+00:00
Doja Cat - Ma Vie World Tour,18 December 2025,IMPACT Exhibition Center,https://www.impact.co.th/en/visitors/event-calendar/concert/doja-cat-ma-vie-world-tour,2025-12-15T08:51:23.555021+00:00
GMMTV STARLYMPICS 2025,20 December 2025,IMPACT Arena,https://www.impact.co.th/en/visitors/event-calendar/concert/gmmtv-starlympics-2025,2025-12-15T08:51:23.555021+00:00
